29641,4,606819.6087,151704.9021
29923,4,493816.8809,123454.2202
29624,4,486937.5937,121734.3984
29861,4,460174.8591,115043.7147
29940,4,443136.5854,110784.1463
29701,8,841866.5522,105233.319
29594,4,402874.3907,100718.5976
29987,4,402574.8569,100643.7142
29998,4,399980.8799,99995.2199
29629,4,389437.6577,97359.4144
29995,4,381607.9961,95401.999
29913,8,757449.6804,94681.21
29736,4,363872.0389,90968.0097
30103,8,725867.1659,90733.3957
29957,8,718258.8109,89782.3513
29616,8,695242.2258,86905.2782
29615,4,340396.3242,85099.081
30048,8,678828.8377,84853.6047
29562,8,665292.381,83161.5476
29772,8,660645.9404,82580.7425
29818,12,989184.082,82432.0068
29712,8,653973.7646,81746.7205
29924,8,644168.1552,80521.0194
29564,4,320894.205,80223.5512
29715,12,961675.8596,80139.6549
29796,4,318625.6048,79656.4012
29722,12,954021.9235,79501.8269
30050,8,631355.0743,78919.3842
30111,4,311393.1457,77848.2864
29693,4,307800.8569,76950.2142
30117,12,919801.8188,76650.1515
29997,8,604794.7839,75599.3479
29793,4,302119.1881,75529.797
29614,12,901346.856,75112.238
29689,8,600077.2722,75009.659
29525,4,298046.6089,74511.6522
29639,12,887090.4106,73924.2008
29836,4,291627.3902,72906.8475
29617,12,834475.9271,69539.6605
29710,4,277612.9119,69403.2279
29994,12,824331.7682,68694.314
29646,12,820383.5466,68365.2955
29580,12,815914.2534,67992.8544
29916,4,270690.6142,67672.6535
30112,8,538333.4655,67291.6831
29827,12,801766.21,66813.8508
29546,8,534117.5619,66764.6952
30000,8,533078.2844,66634.7855
29497,12,789884.2937,65823.6911
29716,12,781073.7175,65089.4764
30074,8,516254.7953,64531.8494
29919,8,514317.5252,64289.6906
29507,8,502367.0397,62795.8799
29770,8,500181.7264,62522.7158
29559,8,499815.3125,62476.914
29488,4,249804.8673,62451.2168
29917,4,249384.5213,62346.1303
29550,4,244854.0475,61213.5118
29843,4,243845.1788,60961.2947
30070,4,241374.5037,60343.6259
29695,4,236341.6203,59085.405
30046,8,471689.9206,58961.24
29707,8,469525.749,58690.7186
29703,8,465429.5734,58178.6966
29523,12,696703.605,58058.6337
29643,4,230789.189,57697.2972
30049,8,461467.3178,57683.4147
29932,4,228053.1314,57013.2828
30083,4,225213.746,56303.4365
29744,8,449330.8159,56166.3519
29589,4,223583.8648,55895.9662
29557,4,222988.2625,55747.0656
29608,4,221704.253,55426.0632
29513,4,219040.5091,54760.1272
29885,8,435986.1289,54498.2661
29921,4,217615.377,54403.8442
30107,12,650362.0535,54196.8377
30116,4,211671.2674,52917.8168
29609,4,210334.4128,52583.6032
29738,4,210100.7797,52525.1949
29563,4,208806.1592,52201.5398
29660,4,206276.9149,51569.2287
29524,4,204728.0888,51182.0222
29954,4,202494.917,50623.7292
29727,4,201885.6157,50471.4039
29966,12,605358.542,50446.5451
29647,8,402240.7953,50280.0994
29587,8,399672.8579,49959.1072
29774,4,197614.4995,49403.6248
29929,8,393520.7995,49190.0999
29486,12,584949.1308,48745.7609
29625,4,191750.1446,47937.5361
30094,8,381763.5549,47720.4443
30109,8,378936.0887,47367.011
29704,8,377088.6246,47136.078
30051,4,185558.8316,46389.7079
29522,12,554388.9371,46199.078
29692,8,366009.6535,45751.2066
30071,4,181477.8617,45369.4654
29705,12,543440.5911,45286.7159
29504,4,181006.1299,45251.5324
30043,8,360816.5491,45102.0686
29895,8,358195.771,44774.4713
29560,8,356524.0763,44565.5095
29941,4,176701.5844,44175.3961
29853,8,350717.9904,43839.7488
29561,4,175334.3856,43833.5964
29618,8,348640.9465,43580.1183
29783,8,348070.0746,43508.7593
29725,4,173266.5894,43316.6473
29582,4,172671.1241,43167.781
29904,8,340132.1268,42516.5158
29706,4,169271.0046,42317.7511
29942,4,167810.3704,41952.5926
29737,4,167690.1309,41922.5327
29898,4,167617.4199,41904.3549
29720,4,167479.4606,41869.8651
30101,4,166847.2483,41711.812
29645,4,166814.9731,41703.7432
30045,4,166384.0535,41596.0133
29792,8,331823.8605,41477.9825
29956,8,331231.2975,41403.9121
29896,8,330853.4536,41356.6817
30059,4,164735.9592,41183.9898
29967,4,164650.482,41162.6205
29658,8,329150.8419,41143.8552
29910,8,329064.433,41133.0541
29628,4,163865.4832,40966.3708
29515,8,326175.9828,40771.9978
30108,4,162979.1262,40744.7815
30065,8,325324.054,40665.5067
29889,8,323176.2786,40397.0348
29996,8,322801.3294,40350.1661
29992,12,483162.6054,40263.5504
29901,12,481860.9122,40155.076
29543,8,321014.9284,40126.866
29834,12,481357.9195,40113.1599
29964,4,160410.3804,40102.5951
29579,8,320244.2906,40030.5363
30044,4,159695.459,39923.8647
30056,4,158661.4517,39665.3629
29825,12,475892.0433,39657.6702
29732,8,313985.4367,39248.1795
29690,12,470639.545,39219.962
30118,8,313671.5352,39208.9419
29734,12,469357.2899,39113.1074
29742,4,156366.7469,39091.6867
29937,4,155877.0993,38969.2748
29749,4,155077.5481,38769.387
30055,8,309440.2794,38680.0349
30113,8,307946.0796,38493.2599
29601,8,302983.1192,37872.8899
29935,8,302690.5743,37836.3217
29844,12,452727.9318,37727.3276
29748,4,150169.1642,37542.291
29950,12,449023.1024,37418.5918
29899,4,149592.9358,37398.2339
29702,12,447403.4907,37283.6242
29552,4,148798.8482,37199.712
29888,12,445392.9589,37116.0799
29724,12,444336.9798,37028.0816
29649,8,295434.8253,36929.3531
29953,4,147426.0348,36856.5087
29651,12,442256.8765,36854.7397
30067,12,442054.0945,36837.8412
29911,4,144435.8847,36108.9711
29714,12,432800.3352,36066.6946
29551,4,143019.6297,35754.9074
29909,8,285873.6939,35734.2117
29489,12,428350.5326,35695.8777
29918,4,141699.989,35424.9972
